1,1152,512,588.24
2,2256,512,585.12
3,2272,512,655.92
4,2264,512,760.84
5,2712,512,970.48
6,2632,512,1295.76
7,2608,512,1481.96
8,2576,512,1717.72
9,2576,512,1810.72
10,2560,512,1930.92
11,2560,512,2003.0
12,2568,512,2062.52
13,2592,512,2144.8
14,2560,560,2176.04
15,2536,528,2179.96
16,2576,512,2170.92
17,2560,512,2182.52
18,2568,512,2147.08
19,2576,512,2182.52
20,2528,512,2184.88
21,2568,608,2185.6
22,2568,512,2170.76
23,2536,512,2182.84
24,2544,512,2184.72
25,2552,576,2154.84
26,2560,512,2164.08
27,2544,512,2192.16
28,2560,512,2200.28
29,2544,512,2191.16
30,2528,512,2176.12
31,2576,528,2161.6
32,2552,512,2149.24
33,2584,512,2166.36
34,2576,512,2135.68
35,2552,512,2194.24
36,2560,512,2194.24
37,2496,512,2131.64
38,2544,512,2154.52
39,2520,512,2141.36
40,2528,512,2189.36
41,2552,512,2180.16
42,2560,592,2196.64
43,2536,608,2172.6
44,2576,512,2160.16
45,2544,560,2158.88
46,2560,512,2195.44
47,2568,512,2155.36
48,2576,512,2171.88
49,2560,528,2162.2
50,2560,512,2164.72
51,2552,512,2190.68
52,2568,608,2164.24
53,2568,560,2150.72
54,2568,512,2201.12
55,2552,512,2176.16
56,2560,512,2171.68
57,2568,512,2191.36
58,2568,512,2152.92
59,2560,600,2181.92
60,2544,512,2129.72
61,2552,512,2159.88
62,2560,584,2192.88
63,2576,512,2165.24
64,2584,512,2168.52
65,2552,592,2195.4
66,2584,512,2189.16
67,2544,512,2188.96
68,2536,512,2176.88
69,2560,520,2190.36
70,2576,512,2148.88
71,2576,512,2157.56
72,2552,512,2185.8
73,2576,512,2176.96
74,2536,512,2166.16
