1,1136,512,580.64
2,1952,512,580.88
3,1960,512,672.24
4,1960,512,737.76
5,2832,512,849.9466666666667
6,2840,512,1005.3066666666666
7,2840,512,1150.3466666666666
8,6408,512,1238.6133333333332
9,5536,512,1390.3466666666666
10,6416,512,1522.3466666666666
11,6424,512,1729.2533333333333
12,5536,512,1832.9333333333334
13,6424,512,1950.0266666666666
14,6424,512,2160.133333333333
15,6416,512,2389.52
16,6424,512,2659.2533333333336
17,8632,512,2842.1066666666666
18,8680,512,3318.826666666667
19,18688,512,3602.0533333333333
20,8648,512,3798.32
21,19368,512,4551.733333333334
22,19424,512,4601.973333333333
23,29432,512,4820.666666666667
24,19408,512,5647.28
25,19408,512,6122.346666666666
26,39440,512,6441.333333333333
27,49448,512,8500.266666666666
28,59456,512,10186.906666666666
29,67664,512,8441.733333333334
30,77672,512,11789.6
31,87680,512,14121.093333333334
