1,1544,512,593.52
2,1432,512,604.16
3,2256,512,720.4
4,2256,512,871.8
5,2200,512,1110.52
6,2152,512,1224.68
7,2152,512,1391.56
8,2136,512,1569.48
9,2144,512,1720.84
10,2136,512,1780.24
11,2144,512,1876.44
12,2152,512,1938.36
13,2544,512,1947.32
14,2568,512,1879.68
15,2144,512,1897.76
16,2136,512,1940.32
17,2128,512,1903.48
18,2232,512,1925.16
19,2528,592,1924.2
20,2560,512,1879.28
21,2576,512,1876.4
22,2552,512,1894.28
23,2560,512,1925.72
24,2560,512,1920.2
25,2552,512,1960.2
26,2536,512,2001.96
27,2528,512,2021.24
28,2560,512,2090.84
29,2544,512,2149.52
30,2560,512,2181.52
31,2544,512,2211.88
32,2560,512,2190.48
33,2544,512,2206.08
34,2544,520,2210.8
35,2512,512,2187.12
36,2536,512,2171.84
