1,1552,512,593.36
2,1832,512,609.84
3,1808,512,725.44
4,1816,512,885.76
5,2232,512,1074.6
6,2152,512,1234.72
7,2160,512,1333.52
8,2608,512,1507.04
9,2616,512,1549.04
10,2616,512,1563.72
11,3984,512,1602.64
12,3896,512,1741.84
13,3904,512,1809.0
14,3960,512,1882.08
15,4384,512,2059.88
16,5320,512,2119.16
17,5320,512,2243.88
18,5744,512,2312.44
19,5768,512,2446.16
20,5776,512,2671.56
21,5800,512,2833.72
22,5784,512,3093.92
23,5760,512,3255.48
24,5792,512,3237.12
25,5760,512,3566.36
26,5784,512,3693.88
27,5304,512,3525.96
28,6664,512,4366.24
29,5776,512,3816.44
30,5248,512,1611.2
31,6648,512,4427.72
32,6600,512,1723.4
33,4800,512,1676.52
34,4832,512,3389.64
35,5296,512,3855.32
36,6680,512,4433.24
37,5752,512,4200.6
38,5768,512,4234.36
39,5776,512,4244.64
40,5784,512,4210.64
