1,1184,512,586.5066666666667
2,1184,512,581.9466666666667
3,1920,512,643.84
4,2816,512,713.7866666666666
5,2800,512,790.4533333333334
6,2816,512,876.88
7,4168,512,1010.8
8,3224,512,1097.6
9,3216,512,1203.4933333333333
10,2712,512,1269.52
11,8512,512,1460.32
12,8584,512,1542.88
13,8552,512,1620.5866666666666
14,8560,512,1735.5466666666666
15,8600,512,1836.5333333333333
16,8552,512,1780.0
17,8560,512,1820.2933333333333
18,6344,512,1813.3866666666668
19,6312,512,1857.1466666666668
20,6344,512,2011.3333333333333
21,8600,512,2221.84
22,8552,512,2350.88
23,8552,512,2476.5866666666666
