1,6480,512,622.72
2,2288,512,676.52
3,2712,512,886.32
4,6280,512,1288.56
5,6176,512,1651.2
6,6112,512,1752.68
7,6144,512,1836.84
8,6536,512,1911.36
9,6544,512,2043.84
10,8336,512,2268.32
11,8344,512,2780.0
12,8328,536,3232.2
13,8336,512,4135.28
14,8296,512,4990.6
15,18352,512,5313.32
16,8328,512,5402.44
17,18568,512,5671.2
18,8360,512,5479.68
19,19016,512,5769.92
20,18672,512,7952.28
21,18640,512,6573.32
22,19008,512,6682.48
23,18536,512,9423.52
24,8624,512,2408.56
25,19048,512,7241.36
26,8800,512,6321.48
27,18992,512,10673.64
28,19136,512,12617.56
29,19016,512,6556.12
30,19096,512,6826.48
31,19096,512,7573.28
32,19008,512,6462.76
