1,1104,512,576.9066666666666
2,1456,512,571.44
3,1456,512,621.5466666666666
4,1880,512,663.04
5,1888,512,741.7866666666666
6,2760,512,913.92
7,6256,512,1215.4933333333333
8,8448,512,1525.9733333333334
9,13256,512,2053.4933333333333
10,20712,512,2782.1866666666665
11,20800,512,4603.386666666666
12,30808,512,5297.866666666667
13,40816,512,7543.04
14,35224,512,10519.146666666667
15,50824,512,19387.306666666667
16,20704,512,14481.866666666667
17,20624,512,1949.2266666666667
18,51128,512,12888.906666666666
19,51224,512,15384.213333333333
20,35256,512,15618.213333333333
21,51120,512,16351.466666666667
22,35368,512,15876.853333333333
23,61232,512,8830.133333333333
24,71240,512,20408.0
25,81248,512,27071.653333333332
26,91256,512,30982.533333333333
27,101264,512,35718.13333333333
28,111272,512,40857.52
29,121280,512,33858.346666666665
30,131288,512,79697.97333333333
31,137672,512,82840.82666666666
32,137792,512,90898.21333333333
33,137672,512,96445.70666666667
34,137376,512,65617.17333333334
35,137776,512,99510.69333333333
