1,1560,512,610.8266666666667
2,1096,512,585.0666666666667
3,1616,512,619.3333333333334
4,2856,512,649.5466666666666
5,2872,512,655.84
6,2864,512,652.64
7,1976,512,652.5333333333333
8,1984,512,636.2133333333334
9,2864,512,687.92
10,2856,512,705.4666666666667
11,1984,512,735.9733333333334
12,2416,512,736.5066666666667
13,2432,512,774.64
14,11712,512,764.16
15,1992,512,675.2266666666667
16,1992,512,706.32
17,2424,512,704.1066666666667
18,2856,512,657.92
19,1600,512,636.4
20,1976,512,678.8
21,1984,512,640.9066666666666
22,1984,512,709.9466666666667
23,2872,512,840.3466666666667
24,1992,512,946.88
