1,1680,512,596.7466666666667
2,1680,512,607.3333333333334
3,1976,512,703.4133333333333
4,2856,512,871.6
5,2864,512,1075.04
6,2856,512,1279.68
7,2856,512,1470.0533333333333
8,2856,512,1675.3866666666668
9,2856,536,1801.9466666666667
10,2856,592,1876.5866666666666
11,2856,512,1985.3333333333333
12,2856,512,2094.4533333333334
13,2864,520,2239.9733333333334
14,2856,512,2355.6266666666666
15,2864,512,2445.786666666667
16,2864,512,2411.653333333333
17,2864,512,2431.173333333333
18,2864,512,2435.2533333333336
19,6376,512,2462.826666666667
20,6408,512,2389.36
21,6400,512,2445.866666666667
22,6416,512,2453.92
23,6432,512,2480.6133333333332
24,8576,512,2587.84
25,13576,512,2988.213333333333
26,13592,512,2871.4933333333333
